id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
3027621,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,35d6920b-b293-44cb-bba3-7704b49a0e45,RMBL0000938,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Seagrist, Randy",1994,,,,,,"Seagrist, Randy; Bohn, G.",376,1994-06-25,1994,6,25,176,,,"Label: Plants of Gunnison County; Green leaves, white-pink ray flowers, yellow-green disc flowers.","Alpine tundra, rocky but w/ deep soil, ridgetop and W-facing slope.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"E ridge of Hasley Basin, from 0.25-1.25 mi N of Frigid Air Pass.",,39.062567,-107.027917,WGS84,900,"SE 1/4 SE 1/4 S30 T11S R86W","C.F. Williams",,GeoLocate,,,3780,3855,,,,12400-12648ft.,,,"Aldridge, George","2018-01-12 16:29:54",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:35d6920b-b293-44cb-bba3-7704b49a0e45,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027621
3027622,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,92b0afe4-2512-413d-8067-510344850772,RMBL0000939,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Seagrist, R.",1994,,,,,,"Seagrist, Randy; Bohn, G.",362,1994-06-25,1994,6,25,176,,,"Label: Plants of Gunnison County; Green leaves, light purple ray flowers, yellow disc flowers.","Alpine tundra, rocky but with good soil depth, ridgetop and slightly S-facing slope.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"S ridge of Hasley Basin, 0.75 mi NW (SW?) of Frigid Air Pass.",,39.048067,-107.046258,WGS84,500,"NW 1/4 NE 1/4 S31 T11S R86W","C.F. Williams",,GeoLocate,,,3660,3719,,,,12000-12200ft.,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:92b0afe4-2512-413d-8067-510344850772,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027622
3027623,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,83dde99a-d57e-44ee-a837-06d28bf33252,RMBL0000941,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Barrell, Joseph",1965,"Flora of the Gunnison Basin. Barrell (1969).",,,,,"Barrell, Joseph; Spongberg, Stephen",65-198,1965-08-15,1965,8,15,227,,,"Label: Plants of the Gunnison Basin. Gunnison, Saguache, and Hinsdale Counties, Colorado.","Wet, gravelly soil, on steep, SE-facing slope.",,,,,,,,,Flower,,,,,,"United States",Colorado,Hinsdale,,"SE-facing slope of Engineer Mountain, just to the N of the summit of Engineer Pass jeep road, Hinsdale-Ouray County line.",,37.977378,-107.588495,WGS84,500,,"C.F. Williams",,GeoLocate,,,3901,,,,,12800ft.,,,"Aldridge, George","2018-10-06 10:35:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:83dde99a-d57e-44ee-a837-06d28bf33252,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027623
3027624,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,a09f3e32-b013-43e8-b58a-9b788a9ea17b,RMBL0000937,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Largent, George",1950,,,,,,"Largent, George",81,1950-07-17,1950,7,17,198,,,"Label: Herbarium of University of Tulsa.","Alpine tundra.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Gothic Natural Area.",,38.992156,-107.02996,WGS84,1383,,"C.F. Williams",,GeoLocate,,"2-4 mi N of Gothic, below and E of Mount Baldy",2987,3903,,,,9800-12805ft,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a09f3e32-b013-43e8-b58a-9b788a9ea17b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027624
3027625,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,2350e0ef-aa9b-4392-a489-3709b3462f2c,RMBL0000940,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Shubert, Moras L.",1956,,,,,,"Shubert, Moras L.",56-79,1956-07-15,1956,7,15,197,,,"Label: Plants of the Gunnison Basin.","Nearly level place in fell field at head of basin, elevation over 12000ft.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Head of Virginia Basin.",,38.984238,-106.971397,WGS84,300,,"C.F. Williams",,GeoLocate,,,3658,3749,,,,12000-12300ft.,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2350e0ef-aa9b-4392-a489-3709b3462f2c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027625
3039632,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,5c2a35e9-c1db-4752-a656-ff877fc6a56b,KHD00034158,17778,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"George W. Kelly",1643,1949-06-01,1949,6,1,152,,,", Donor: Colorado Forestry & HortIculture Association Herbarium",,,,,,,,,,Flower,,,,,,USA,Colorado,Costilla,,"Entrance Uncompaghre forest 6 miles abouve Talyor Ranch.",,37.148346,-105.292051,,10000,"13N 0474065E 4111369N",,,"TERRAIN NAV",,"Certainty code: 6",2438,,,,,"8000 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:5c2a35e9-c1db-4752-a656-ff877fc6a56b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3039632
3049747,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,1884ad08-1e15-4062-aac6-ed8754e61e4f,KHD00000262,35049,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Stephen B. Austin",346,2000-05-04,2000,5,4,125,,,"ray white; disk-flowers yellow.","In sandy soil on a rocky, open ridge below aspen grove",,,,,,,,,Flower,,,,,,USA,Colorado,Mesa,,"ridge-top below aspen grove",,38.88426,-108.747247,,,"12N 0695398E 4306345N",,,"TERRAIN NAV",,"Certainty code: 2",2633,,,,,"8640 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:1884ad08-1e15-4062-aac6-ed8754e61e4f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3049747
3050590,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,f65de0d6-998a-41f9-a8c4-9c67c1332842,KHD00006196,36676,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Loraine Yeatts",4691,2001-07-11,2001,7,11,192,,,"scattered,; Rays white above, pink tinged below, discs yellow","on moist gravelly SE facing Fellfield tundra slope with Physaria alpina, Lidia obtusiloba, Oreoxis alpina, Heterotheca pumila, Tonestus pygmaeus, Draba oligosperma, Thalictrum alpinum Pennsylvania Minturn & Belden undivided shale, mudstone, limestone, san",,,,,,,,,Flower,,,,,,USA,Colorado,Park,,"7.5 Mount Sherman quad. Mosquito Range, Weston Pass, headwaters of s fork of South Platte river",,39.127596,-106.180856,,,13N0397930E4331600N,,,,,,3414,,,,,"11200 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:f65de0d6-998a-41f9-a8c4-9c67c1332842,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3050590
3051352,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,da712453-7698-4729-9f2f-42441588d802,KHD00007563,37640,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Loraine Yeatts",4781,2002-07-02,2002,7,2,183,,,"Becoming very common in cultivation in town. Flowers yellow,; Plants just beginning to bloom, rays whitish to pale violet, disks yellow; locally common","On a south facing slope near crest of ridge east of knob in damp sandy soil just above melting snowbank; with Silene acaulis ssp. subacaulescens, Trifolium nanum, Potentilla rubricaulis, Polemonium viscosum, Draba crassifolia, Androsace septentrionalis, E",,,,,,,,,Flower,,,,,,USA,Colorado,Park,,"Hoosier Ridge, above Hoosier Pass",,39.357711,-106.029761,,,"13N 0411281E 4356979N",,,"TERRAIN NAV",,"Certainty code: 1",3901,,,,,"12800 FT ca",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:da712453-7698-4729-9f2f-42441588d802,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3051352
3051386,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,30bf5444-b0b1-4a2b-ac00-2290706a26ec,KHD00005696,37707,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Stephen B. Austin",421,2002-05-20,2002,5,20,140,,,"Toxic Principles: Possibly same as for D. pinnata, unknow; paralyzed tongue.,; Abundant caespitose perennial herb with white flowers.","Sandy soil with basalt rocks in a swale.",,,,,,,,,Flower,,,,,,USA,Colorado,Mesa,,"25 feet of New Lands End Road (Not the one shown on the 1962 topographical map)",,39.004224,-108.19091,,,"12N 0743250E 4321000N",,,"TERRAIN NAV",,"Certainty code: 1",3024,,,,,"9920 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:30bf5444-b0b1-4a2b-ac00-2290706a26ec,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3051386
3056601,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,7ea91c29-cf27-42e5-af50-4e8fc73c352d,KHD00021202,45449,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,ASTERACEAE,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Tim Hogan; Luke Tembrock",4682,2007-07-08,2007,7,8,189,,,"Donor: Herbarium, Museum","Snowmelt gravels just below summit",,,,,,,,,Flower,,,,,,USA,Colorado,"San Juan",,"San Juan Mts., Rio Grande National Forest, basin SE of Stony Pass, ca 8 air miles ESE of Silverton, headwaters of the Rio Grande. N summit ridge of Sheep Mt, WGS 84",,37.787204,-107.525677,,,"13S 0277595E 4185210N",,,"Terrain Navigator, Graphical Locater",,"Certainty code: 1",3901,,,,,"12800 FT ca",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:7ea91c29-cf27-42e5-af50-4e8fc73c352d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3056601
3105063,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,c5b83ee1-6e2e-409d-8345-a5cc223bf84f,FLD0002592,002213,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"S.V. Perry",0315,1994-07-14,1994,7,14,195,,,,"Dry, rocky slope on Leadville Limestone, aspect NE.",,,,,,,,,,,,,,,"United States",Colorado,"San Juan",,"San Juan National Forest, Wemincuhe Wilderness Area, Continental Divide Trail.",,37.736504,-107.550543,WGS84,670,"T40N R6W S17 N1/2","R. McCauley",,GeoLocate,,"TRS Calculation.",3853,,,,,"12640 ft.",,,,"2018-11-30 23:07:02",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c5b83ee1-6e2e-409d-8345-a5cc223bf84f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105063
3105064,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,31b4d029-faf1-474e-8712-042d1860db34,FLD0002594,002214,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"E.D. Mohr",0326,1994-07-14,1994,7,14,195,,,,"Aspect NE, dry, rocky slabs of NE slope on Leadville Limestone barrens.",,,,,,,,,,,,,,,"United States",Colorado,"San Juan",,"San Juan National Forest, Weminuche Wilderness Area, Continental Divide Trail.",,37.737455,-107.547711,WGS84,410,"T40N R6W S17 NE1/4","R. McCauley",,GeoLocate,,"TRS Calculation.",3840,,,,,"12600 ft.",,,,"2019-06-18 14:27:07",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:31b4d029-faf1-474e-8712-042d1860db34,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105064
3105065,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,2ac27be4-4f48-4a64-bbca-3ac1449078e4,FLD0002593,002215,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Margarette J. Lyon",10036,2003-08-06,2003,8,6,218,,,,"With Machaeranthera coloradoensis, on limestone fragments.",,,,,,,,,,,,,,,"United States",Colorado,"La Plata",,"Endlich Mesa.",,37.4875,-107.6124,WGS84,970,"T37N R7W S11 & S14","R. McCauley",,GeoLocate,,"TRS Calculation.",,,,,,,,,,"2018-11-26 21:56:10",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2ac27be4-4f48-4a64-bbca-3ac1449078e4,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105065
3105066,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,fe0d03f7-c021-4f83-a3d5-a707abdf887c,FLD0002595,002216,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Margarette J. Lyon",20082,2005-08-27,2005,8,27,239,,,,"Alpine rocky slope.",,,,,,,,,,,,,,,"United States",Colorado,Hinsdale,,"Cave Basin Trail.",,37.543904,-107.472081,WGS84,600,"T38N R6W S24","R. McCauley",,GeoLocate,,"Point placed on Cave Basin Trail in sec. 24.",3597,,,,,"11800 ft.",,,,"2021-01-07 12:05:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fe0d03f7-c021-4f83-a3d5-a707abdf887c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105066
3105067,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,5463edb1-e3e3-4b7a-9c21-e46870b15305,FLD0002596,002217,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Margarette J. Lyon",8404,1995-09-22,1995,9,22,265,,,,,,,,,,,,,,,,,,,"United States",Colorado,Pitkin,,"Willow Creek, Baldy Mt. summit.",,39.14802,-106.965875,WGS84,210,,"R. McCauley",,GeoLocate,,"At summit of Baldy Mt.",,,,,,,,,,"2018-11-30 23:12:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5463edb1-e3e3-4b7a-9c21-e46870b15305,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105067
3105068,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,bdadcc58-f39e-4306-bfbf-476cc1e405be,FLD0002597,002218,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Margarette J. Lyon",20016,2005-06-18,2005,6,18,169,,,,"Rocky slope.",,,,,,,,,,,,,,,"United States",Colorado,"San Juan",,"Molas Pass.",,37.737775,-107.698118,WGS84,300,"T40N R8W S13","R. McCauley",,GeoLocate,,"At Molas Pass summit.",3292,,,,,"10800 ft.",,,,"2019-06-18 14:28:29",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bdadcc58-f39e-4306-bfbf-476cc1e405be,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3105068
3126780,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,625fb4c3-a896-4229-b836-eb1e95065bdc,RMBL0009809,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Williams, Charles F.",2011-07-02,"Colorado Flora 3rd ed., USDA Plants",,,,,"Williams, Charles F.",433,2011-07-02,2011,7,2,183,,,"Rays white, aging to purple. Plants very low growing, flowers at ground level. Very large, deep taproots.","Rocky ridge with sparse vegetation in gravely soil and among rocks. On loose soil and gravel.",,,,,,,,"Low growing and mat-forming alpine/subalpine community.",,,,,,,"United States",Colorado,Gunnison,Gothic,"1 3/4 mi NNE Rocky Mountain Biological Laboratory, SW Ridge Avery Peak; between summit and saddle above grassy slope to Virginia Basin.",,38.98568,-106.9761,WGS84,50,"T12S R86W sec26 SW 1/4","Williams, Charles F.",<GPS>,"Garmin eTrex Vista HCx",,,3857,3627,,,,"Elev.: 12653-11900 ft./ 3857-3627 m.",,,,"2017-10-09 14:10:56",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:625fb4c3-a896-4229-b836-eb1e95065bdc,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3126780
3126864,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,768bc236-003f-4de3-be4a-989b5a5deb55,RMBL0009893,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Williams, Charles F.",2011-07-31,"Colorado Flora 3rd ed., USDA Plants",,,,,"Williams, Charles F.",538,2011-07-31,2011,7,31,212,,,"Plants very short, < 5cm. Single, large heads right at ground level. Ray petals lavender with 3 small teeth; fairly wide. Involucral bracts ciliate-margined, purple-tipped, in 4-5 series. Leaves narrowly oblanceolate with purple petioles. Leaves ~glabrous, but with hairs on petioles.  Full bloom. Uncommon, single patch seen.","Thin, red clay soils; often among rocks along narrow ridgeline. Bare, open, clay soil.",,,,,,,,,"Full bloom.",,,,,,"United States",Colorado,Gunnison,Gothic,"Rocky Mountain Biological Laboratory. Mount Belleview. Narrow, rocky ridge between West Maroon Pass (12,500 ft.) and summit (13,233 ft.). Ridge below false summit down to West Maroon Pass. Just above pass.",,39.04199,-107.00139,WGS84,100,"T12S R86W","Williams, Charles F.",<estimate>,BioGeomancer,,,3810,4020,,,,"Elev.: 13190-12500 ft./ 4020-3810 m.",,,,"2017-10-09 14:10:56",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:768bc236-003f-4de3-be4a-989b5a5deb55,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3126864
3238755,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,8128ff46-1701-4f47-abf3-00c374aa53e7,KHD00023782,49856,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Mary Goshorn",11-021,2011-07-12,2011,7,12,193,,,,"Associated species: Ivesia gordonii, Eremogone fendleri.",,,,,,,,,Flower,,,,,,USA,Colorado,"La Plata",,"19 miles NE of Durango.",,37.439296,-107.592716,NAD83,2977,"NAD83 ZONE 13 263171.628E 4157408.670N. ;","ricklevy (2014-07-11 14:17:47)",,"georef batch tool 2014-07-11; GeoLocate","reviewed - high confidence",,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:8128ff46-1701-4f47-abf3-00c374aa53e7,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3238755
3290538,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,4c847d1d-1f64-4d5b-a7b1-d19724e5049f,KHD00024430,50564,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Barry C. Johnston",s.n.,2009-06-19,2009,6,19,170,,,,"In sagebrush between road and wetland.",,,,,,,,,Flower,,,,,,USA,Colorado,Mesa,,"Grand Mesa National Forest. Lands End on Grand Mesa, between Lands End Road and little wetland northeast of Bolen Reservoir.",,,,,,"TRS: T12S R98W sec 2 SW¼ 6PM",,,,,,3039,,,,,"9970 ft",,,regensbp,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:4c847d1d-1f64-4d5b-a7b1-d19724e5049f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3290538
4438825,F,Botany,,8219517e-d317-49d2-9c1f-b44df96d6cec,PreservedSpecimen,d130a169-a113-423c-9232-9e553e5c48b2,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,Isotype,"J. T. Rothrock",875,1873-00-00,1873,0,0,,,1873,,,,,,,,,,,,,,,,,U.S.A.,Colorado,Park,,"South Park",,38.9678,-106.0453,,,,,,,,,4115,,,,,,,en,,"2019-01-23 12:03:30",http://creativecommons.org/licenses/by-nc/3.0/,,http://fieldmuseum.org/about/copyright-information,urn:uuid:14f9379b-958b-47a7-b1d0-2213080a88b2,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4438825
4584599,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,e45a67eb-7dfa-48c6-9daa-b6d076d74b78,RMBL0010398,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Williams, Charles F.",2013-07-21,"Colorado Flora 4th ed.",,,,,"Williams, Charles F.",1017,2013-07-21,2013,7,21,202,,,"Very low growing. Heads at ground level among leaves. Heads large. Leaves somewhat succulent, glabrous. Phyllaries broad in 3-4 series, broadly acute at tip. Fairly common on bare soils at saddle.","Meadow and bare, clay soils.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Gothic. Rocky Mountain Biological Laboratory. Saddle at head of Virginia Basin and upper trail into S side of basin.",,38.9858,-106.969,WGS84,250,,"Williams, Charles F.",,GeoLocate,,,3747,,,,,"12292 ft.",,,willcha2,"2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e45a67eb-7dfa-48c6-9daa-b6d076d74b78,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4584599
