id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
3030334,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,4a8b25bf-61be-435b-8911-e53a8d823573,RMBL0003306,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,"Barrell, Joseph",1960,"Flora of the Gunnison Basin. Barrell (1969).",,,,,"Barrell, Joseph",146-60,1960-07-25,1960,7,25,207,,,"Label: Plants of the Gunnison Basin. Gunnison, Saguache, and Hinsdale Counties, Colorado.","Dryish place, montane zone.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Cabin Creek Cow Camp, about 10 mi NE of Gunnison.",,38.59977,-106.766633,WGS84,1000,,"C.F. Williams",,GeoLocate,,"Cabin Creek Cow Camp - ""Cow camp at the head of Cabin Creek, about 10 miles northeast of Gunnison"" (Barrell, 1969).",2804,2926,,,,9200-9600ft,,,"Aldridge, George","2018-09-05 08:19:51",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4a8b25bf-61be-435b-8911-e53a8d823573,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3030334
3030335,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,caaa9d08-8b42-4085-ab6b-23986c1ddbf8,RMBL0003305,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,"Johnson, Wilma M.",1958,,,,,,"Johnson, Wilma M.",206,1958-06-30,1958,6,30,181,,,"Label: Herbarium of University of Tulsa.","Sandy soil near creek.",,,,,,,,,Flower,,,,,,"United States",Colorado,Boulder,,"Left Hand Canyon, 11 mi NW of Boulder.",,40.092328,-105.352516,WGS84,1000,,"C.F. Williams",,GeoLocate,,,1981,,,,,6500ft.,,,"Aldridge, George","2018-03-26 15:14:36",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:caaa9d08-8b42-4085-ab6b-23986c1ddbf8,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3030335
3043827,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,01caaf32-cb27-47b9-81c3-9e3481faa657,KHD00038131,25499,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Berta Anderson",355,1970-08-19,1970,8,19,231,,,"common along road,","Meadow among clumps of Pentaphylloides",,,,,,,,,flower,,,,,,USA,Colorado,Park,,"Geneva Park at lower end of Burning Bear trail",,39.491495,-105.760961,,5000,"13N 0434565E 4371597N",,,"Terrain Navigator, Graphical Locater",,"Certainty code: 5",2743,,,,,"9000 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:01caaf32-cb27-47b9-81c3-9e3481faa657,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3043827
3043831,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,25837895-7d6d-46ba-82ac-e333d3ff8594,KHD00038126,25503,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,"Annotated from Delphinium occidentale to Delphinium ramosum by William Jennings and Loraine Yeatts (10 Nov 1998).",,,,"Berta Anderson",590,1971-08-02,1971,8,2,214,,,,"At edge of pine forest in open meadow.",,,,,,,,,Flower,,,,,,USA,Colorado,Park,,"Tarryall Range, Lost Park, N end of Lost Creek.",,39.280821,-105.50119,,10000,"13N 0456773E 4348060N",,,"Terrain Navigator",,"Certainty code: 6",2926,,,,,"9600 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:25837895-7d6d-46ba-82ac-e333d3ff8594,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3043831
3045063,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,ff6f2c3d-04af-4c03-92ac-17f64e38dea2,KHD00014455,2718,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Velma Richards",RP74117,1974-07-11,1974,7,11,192,,,,"Open meadow near large ponderosa pine.",,,,,,,,,Flower,,,,,,USA,Colorado,"Clear Creek",,"Walter S. Reed Botanic Gardens; 6 miles west of Evergreen; Upper Bear Creek Canyon.",,39.61666,-105.41666,,,"13N 0464236E 4385295N",,,"TERRAIN NAV",,"Certainty code: 2",2300,,,,,"2300 M",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:ff6f2c3d-04af-4c03-92ac-17f64e38dea2,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3045063
3045066,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,340a19b2-9d1b-4edc-86dc-1483e548e958,KHD00038128,2719,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"John B. Hartwell",1380,1943-07-25,1943,7,25,206,,,"Common & widespread from subalpine to tundra.,","Stream bank",,,,,,,,,flower,,,,,,USA,Colorado,Teller,,"3 mi W of Divide, Davis Ranch",,38.940489,-105.231226,,10000,"13N 0479961E 4310198N",,,"Terrain Navigator",,"Certainty code: 6",2652,,,,,"8700 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:340a19b2-9d1b-4edc-86dc-1483e548e958,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3045066
3045068,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,76f65377-504e-4141-8b67-f67d5f62b980,KHD00038129,2720,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"John B. Hartwell",2181,1949-07-31,1949,7,31,212,,,"Common along upper part of trail.,; Several stalked - leaves flat.",Roadside,,,,,,,,,flower,,,,,,USA,Colorado,Teller,,"Near ------?",,38.864525,-105.165958,,,"13N 0485602E 4301756N",,,"Terrain Navigator",,"Certainty code: 7",,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:76f65377-504e-4141-8b67-f67d5f62b980,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3045068
3045073,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,0f8d2e85-7193-4e13-a062-9a4c330d5488,KHD00038130,2721,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"John B. Hartwell",1407,1943-08-08,1943,8,8,220,,,"Common along trail.,","Shaded creek bank.",,,,,,,,,flower,,,,,,USA,Colorado,"El Paso",,"To a tributary of Sheep creek",,38.831462,-104.516677,,,"13N 0541951E 4298185N",,,"Terrain Navigator",,"Certainty code: 7",2774,,,,,"9100 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:0f8d2e85-7193-4e13-a062-9a4c330d5488,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3045073
3045084,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,81b66cf0-322e-4090-9b9e-af9b453be607,KHD00038125,2725,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,"Wm. Jennings; Loraine Yeatts","10 Nov 1998",,"Annotated from Delphinium scopulorum to Delphinium ramosum by William Jennings and Loraine Yeatts (10 Nov 1998).",,,,"Florence M. Brumback; Miss Clara A. Davies",49,2012-08-09,2012,8,9,222,,"Aug 9, 1912",,,,,,,,,,,Flower,,,,,,USA,Colorado,"El Paso",,"Region of Pikes Peak, Rock Creek",,38.7413,-104.9152,WGS84,5000,,"Sue Janssen",,Caltopo,,"Headwaters of Rock Creek",2896,,,,,"9500 FT",,,,"2021-01-26 22:43:42",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:81b66cf0-322e-4090-9b9e-af9b453be607,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3045084
3047468,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,51674508-0786-42e2-b582-21aa0ffe7f13,KHD00038127,32357,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,"Annotated from Delphinium robustum to Delphinium ramosum by William Jennings and Loraine Yeatts (10 Nov 1998).",,,,"Stanley Smookler; Linda Sensor",394,1995-08-06,1995,8,6,218,,,"Erect, perennial herb, about 4 feet tall. Flowers light purple, streaked with white.","Riparian habitat; sandy, humic soil; scattered.",,,,,,,,,Flower,,,,,,USA,Colorado,Gilpin,,"Golden Gate Canyon State Park, Bootleg Bottom",,39.862463,-105.454538,,,"13N 0461123E 4412591N",,,"Terrain Navigator",,"Certainty code: 3",2438,,,,,"8000 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:51674508-0786-42e2-b582-21aa0ffe7f13,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3047468
3047949,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,72bc3aaa-869b-4cdb-8353-be532c92b626,KHD00038123,3285,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,"Annotated from Delphinium robustum to Delphinium ramosum by William Jennings and Loraine Yeatts (17 Nov 1998).",,,,,s.n.,1901-06-16,1901,6,16,167,,,"Stem 2 -3' high, stout.",,,,,,,,,,"Flower and Fruit",,,,,,USA,Colorado,,,"Aquilar, Apishepa Dr.",,37.400812,-104.652287,,10000,"13N 0530775E 4139394N",,,"Terrain Navigator",,"Certainty code: 6",,,,,,,,,,"2015-12-14 14:13:21",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:72bc3aaa-869b-4cdb-8353-be532c92b626,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3047949
3048030,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,326f70e0-034f-4fd2-bfcb-6fc496f731f7,KHD00003254,32944,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Robert E. Jennings",1145,1998-08-07,1998,8,7,219,,,,"Aspen grove, with grasses.",,,,,,,,,Flower,,,,,,USA,Colorado,Park,,"Michigan Creek Campground",,39.410578,-105.894322,,,"13N 0423008E 4362722N",,,"Terrain Navigator",,"Certainty code: 3",3078,,,,,"10100 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:326f70e0-034f-4fd2-bfcb-6fc496f731f7,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048030
3048031,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,8530a6ee-92d6-43f3-9bb6-aad9ea0becbc,KHD00003255,32945,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Robert E. Jennings",1146,1998-08-07,1998,8,7,219,,,"Leaves very dissected, 7-parted, much unlike Michigan Creek specimen (#1145)","Grassy area in aspen grove; scattered. With conifers, Goldenrod, Purple Aster; in grassy area.",,,,,,,,,Flower,,,,,,USA,Colorado,Saguache,,"Old Cochetopa PassRd, at Luders Creek Campground.",,38.184291,-106.573685,,,"13N 0362177E 4227433N",,,"Terrain Navigator",,"Certainty code: 3",3033,,,,,"9950 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:8530a6ee-92d6-43f3-9bb6-aad9ea0becbc,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048031
3048032,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,2ccefe9e-aec2-481b-ad40-58ea0245e757,KHD00003256,32946,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Robert E. Jennings",1147,1998-08-09,1998,8,9,221,,,"Approx. 3' tall; plantshave a variety of leaf forms, from very dissected to not so dissected.","Meadow/aspen grove, Associated with grasses, Campanula, Thermopsis,Thalictrum, Rubiaceae.",,,,,,,,,Flower,,,,,,USA,Colorado,Huerfano,,"2.2 miles from Colo 12 by truck odometer.",,37.345857,-105.055435,,,"13N 0495090E 4133242N",,,"Terrain Navigator",,"Certainty code: 3",,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:2ccefe9e-aec2-481b-ad40-58ea0245e757,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048032
3048033,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,4e6acaa3-dabe-4a1d-927c-4ab1213fb8f7,KHD00038135,32947,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Robert E. Jennings",1148,1998-08-09,1998,8,9,221,,,"2' tall.","Very small meadow, grazed, private inholding, with aspens",,,,,,,,,flower,,,,,,USA,Colorado,Huerfano,,"La Veta",,37.345064,-105.054746,,,"13N 0495151E 4133154N",,,"Terrain Navigator",,"Certainty code: 3",3139,,,,,"10300 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:4e6acaa3-dabe-4a1d-927c-4ab1213fb8f7,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048033
3048034,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,4eed08d3-d109-4f61-9f23-85020c3124f9,KHD00038136,32948,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Robert E. Jennings",1149,1998-08-09,1998,8,9,221,,,"Largest plants 3-3 1/2' tall; numerous; multiple stems from one root.","Open area at edge of aspens; grassy meadow.",,,,,,,,,flower,,,,,,USA,Colorado,"Las Animas/Huerfano",,"Junction Colo 12 & Cordova pass Road at summit of Cucharas Pass. Las Animas/Huerfano County line. Fenched area with corral on W side of Colo 12.",,37.315759,-105.073979,,,"13N 0493445E 4129904N",,,"Terrain Navigator",,"Certainty code: 3",3030,,,,,"9941 FT",,,,"2017-03-13 10:28:26",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:4eed08d3-d109-4f61-9f23-85020c3124f9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048034
3048035,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,947e30b3-002a-4b4a-bbeb-1fd079692f28,KHD00038137,32949,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Carolyn L. CrawfordRobert E. Jennings",1150,1998-08-23,1998,8,23,235,,,,"Mountain meadow, grassy with gentians",,,,,,,,,flower,,,,,,USA,Colorado,Park,,"Near Selkirk Campground, just E of Selkirk Gulch, near center of Sec 12 (survey marker seen).",,39.368252,-105.950548,,,"13N 0418118E 4358074N",,,"Terrain Navigator",,"Certainty code: 3",3200,,,,,"10500 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:947e30b3-002a-4b4a-bbeb-1fd079692f28,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048035
3048038,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a1e6129d-a9cd-44e2-8f68-b99e83903b66,KHD00003257,32951,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"William F. Jennings; Carolyn L. Crawford; Robert E. Jennings",1152,1998-08-23,1998,8,23,235,,,"Gland on sepal exterior; glabrous and glaucous lower stem; two different leaf forms; flower morphology seems consistent. Tall & strict, alsodiffusely, branched; smaller floers on branched plants.","aspen grove",,,,,,,,,"Flower and Fruit",,,,,,USA,Colorado,Teller,,"Pike National Forest, FR 200 along Trail Creek, E side of road in aspen grove; 2.3 miels S of junction of Teller co. Rd 3 & Rd 33.",,39.034628,-105.266102,,,"13N 0476969E 4320653N",,,"Terrain Navigator, Graphical Locater",,"Certainty code: 3",2682,,,,,"8800 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:a1e6129d-a9cd-44e2-8f68-b99e83903b66,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048038
3048047,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,e4dd6d5e-ab94-42c3-9fe3-e8545110b013,KHD00038124,32964,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,"Annotated from Delphinium scopulorum to Delphinium ramosum by William Jennings and Loraine Yeatts (17 Nov 1998).",,,,,s.n.,1921-07-20,1921,7,20,201,,,"Plants 2- 2 1/2 high. The faded, longer stemmed leaves at base of plant.","Moist soil",,,,,,,,,flower,,,,,,USA,Colorado,Gilpin,,"Black Gulch"" road to Carter Lake Pine Cliff""",,39.92639,-105.42222,WGS84,1506,,"John Cowling",,GeoLocate,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:e4dd6d5e-ab94-42c3-9fe3-e8545110b013,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048047
3048049,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,925fbc78-20e4-4757-9a41-ae9cb4348d0c,KHD00038133,32966,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Loraine Yeatts; Dick Yeatts",4018,1997-08-09,1997,8,9,221,,,"Stems erect, single or few, unbranched; flowers dark blue to purplish","Substrate boundary between Leadville Limestone and Minturn - Belden Formation. Steep slope just above drainage; relatively common in damp meadows.",,,,,,,,,flower,,,,,,USA,Colorado,Park,,"Mosquito Range, San Isabel National Forest, below junction of Rough & Tumbling Creek and Lynch Creek.",,39.039938,-106.115037,,,"13N 0403500E 4321800N",,,"TERRAIN NAV",,"Certainty code: 1",3048,,,,,"10000 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:925fbc78-20e4-4757-9a41-ae9cb4348d0c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048049
3048093,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,be628291-8600-476a-8b74-c7586deedaf1,KHD00038132,33008,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Loraine Yeatts",4050,1997-08-25,1997,8,25,237,,,"Flowers purplish blue.","Holocene & Pleistocene solifluction debris of andesite & granite. Meadow sloping rather steeply to dry gully & bounded by Populus tremuloides forest ; occasional.",,,,,,,,,flower,,,,,,USA,Colorado,Park,,"Mosquito Range, San Isabel National Forest, N. of Buffalo Peaks, along USFS rd. 431, headwaters of E. fork of Lynch Creek.",,39.029407,-106.104243,,,"13N 0404420E 4320620N",,,"TERRAIN NAV",,"Certainty code: 1",3170,,,,,"10400 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:be628291-8600-476a-8b74-c7586deedaf1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048093
3048899,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,f9c16d4e-d3fa-4804-872a-7458d0a08310,KHD00038134,33989,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Linda Senser; Stan Smookler","GGC 609",1999-09-18,1999,9,18,261,,,"Up to 4 ft high, erect, single stem perennial with termianl raceme of blue-purple irregular flowers.","Deep shade of dense aspen grove; locally scattered to common., with Blue Spruce and Backeye Susan.",,,,,,,,,"Flower and Fruit",,,,,,USA,Colorado,Gilpin,,"Golden Gate Canyon State Park. In the Green Ranch section of the Park, on S bank of Macy Gulch, 100 yds N from Smith Hill Rd, and set back 30 ft from the gulch.",,39.791844,-105.454096,,,"13N 0461121E 4404753N",,,"Terrain Navigator",,"Certainty code: 3",2469,,,,,"8100 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:f9c16d4e-d3fa-4804-872a-7458d0a08310,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3048899
3049777,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,dad2d3a5-2a1a-4d05-8e02-0e71acdb041e,KHD00000299,35079,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Stephen B. Austin",364,2000-06-13,2000,6,13,165,,,"Erect, prennial herb; flowers blue","Spruce-aspen forest opening; in humic soil.",,,,,,,,,"Flower and Fruit",,,,,,USA,Colorado,Gunnison,,"Along west side of Forest Road #706, about 1/2 mile north of Lost Lake Campground.",,38.874237,-107.213847,,,"13N 0307950E 4305150N",,,"TERRAIN NAV",,"Certainty code: 1",2896,,,,,"9500 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:dad2d3a5-2a1a-4d05-8e02-0e71acdb041e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3049777
3050233,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,5e6b868d-f56f-430f-9552-cd7d7c7ee845,KHD00004034,36087,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Tim Hogan",3747,2000-07-25,2000,7,25,207,,,", Condition: fair, Donor: Herbarium, Museum","Sub-alpine meadow",,,,,,,,,flower,,,,,,USA,Colorado,Saguache,,"Rio Grande National Forest, Sangre de Cristo Range, Wild Cherry drainage",,38.140258,-105.721565,,,"13N 0436769E 4221623N",,,"Terrain Navigator",,"Certainty code: 3",3414,,,,,"11200 FT",,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:5e6b868d-f56f-430f-9552-cd7d7c7ee845,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3050233
